N,num_procesos,pi_est,real_time
400000,12,3.145231452,0.001430754
600000,12,3.142780000,0.001599291
900000,12,3.140800000,0.004578630
1350000,12,3.143048889,0.003496703
2025000,12,3.141404444,0.005162669
3037500,12,3.142007572,0.005302012
4556250,12,3.142407650,0.015130995
6834375,12,3.141907991,0.015107901
10251562,12,3.141152481,0.023698634
15377343,12,3.142234743,0.037792917
23066015,12,3.141396663,0.062477347
34599022,12,3.141732833,0.066620506
51898533,12,3.142104157,0.104569016
77847800,12,3.141541689,0.140114111
116771700,12,3.141626267,0.190360563
400000,12,3.141771418,0.001565597
600000,12,3.142166667,0.001911969
900000,12,3.142506667,0.004438165
1350000,12,3.140275556,0.004958655
2025000,12,3.142479012,0.005232119
3037500,12,3.142128724,0.005310557
4556250,12,3.141618403,0.017579484
6834375,12,3.140950478,0.015410460
10251562,12,3.141251198,0.027717169
15377343,12,3.141492612,0.038375765
23066015,12,3.141780258,0.051835072
34599022,12,3.141435946,0.075682646
51898533,12,3.141975984,0.096689373
77847800,12,3.141953005,0.138013818
116771700,12,3.141610716,0.196626839
400000,12,3.140771408,0.001617355
600000,12,3.141673333,0.001854270
900000,12,3.140937778,0.003293100
1350000,12,3.145069630,0.004952002
2025000,12,3.140549136,0.005298906
3037500,12,3.141954897,0.004949758
4556250,12,3.140643038,0.010642274
6834375,12,3.141586089,0.017780934
10251562,12,3.140914078,0.025992603
15377343,12,3.141544116,0.037994126
23066015,12,3.141879972,0.057605495
34599022,12,3.141459415,0.072673772
51898533,12,3.141438704,0.098097323
77847800,12,3.141605815,0.145004658
116771700,12,3.141731121,0.197801161
400000,12,3.144281443,0.001542043
600000,12,3.144526667,0.001670936
900000,12,3.141875556,0.003752153
1350000,12,3.141253333,0.003353102
2025000,12,3.140653827,0.008117622
3037500,12,3.143175638,0.005092918
4556250,12,3.141972203,0.018043227
6834375,12,3.141762257,0.011966788
10251562,12,3.141776777,0.028604119
15377343,12,3.141026471,0.037521606
23066015,12,3.142036046,0.055492588
34599022,12,3.141564158,0.069629050
51898533,12,3.141605414,0.096558336
77847800,12,3.141393451,0.137982458
116771700,12,3.141181434,0.192556257
400000,12,3.139461395,0.001747500
600000,12,3.142480000,0.001754282
900000,12,3.141564444,0.002134809
1350000,12,3.140103704,0.003988719
2025000,12,3.140792099,0.004869928
3037500,12,3.140466831,0.006371534
4556250,12,3.141045124,0.009575997
6834375,12,3.140847469,0.016787393
10251562,12,3.141746342,0.026276216
15377343,12,3.141927277,0.040358537
23066015,12,3.141456665,0.056919133
34599022,12,3.141610171,0.071848398
51898533,12,3.141538129,0.100514322
77847800,12,3.141332769,0.133056485
116771700,12,3.141694195,0.198351886
400000,12,3.144191442,0.001549156
600000,12,3.143240000,0.001632654
900000,12,3.141857778,0.002937801
1350000,12,3.141280000,0.004089068
2025000,12,3.140871111,0.005252137
3037500,12,3.142394733,0.008902259
4556250,12,3.140829157,0.012273786
6834375,12,3.140532590,0.020780229
10251562,12,3.141339380,0.021831339
15377343,12,3.141545677,0.036543796
23066015,12,3.140816589,0.054008463
34599022,12,3.141693873,0.075690460
51898533,12,3.141204786,0.102987689
77847800,12,3.141655810,0.142793165
116771700,12,3.141823438,0.190801051
400000,12,3.143541435,0.001604691
600000,12,3.139026667,0.001802764
900000,12,3.145711111,0.003376997
1350000,12,3.143274074,0.004487498
2025000,12,3.141524938,0.005331236
3037500,12,3.141105514,0.017886713
4556250,12,3.141315522,0.010887156
6834375,12,3.141160007,0.014503454
10251562,12,3.141095514,0.026964713
15377343,12,3.141096184,0.048614689
23066015,12,3.141641699,0.055571125
34599022,12,3.141457218,0.082630495
51898533,12,3.141770352,0.097648418
77847800,12,3.141530334,0.130737890
116771700,12,3.141695325,0.190684543
400000,12,3.141111411,0.001610242
600000,12,3.142813333,0.001962144
900000,12,3.141506667,0.003164196
1350000,12,3.142130370,0.004246283
2025000,12,3.142990617,0.005320155
3037500,12,3.140705185,0.006864883
4556250,12,3.141126770,0.017206191
6834375,12,3.142269107,0.012892320
10251562,12,3.141897734,0.027273293
15377343,12,3.141744931,0.037058334
23066015,12,3.141930783,0.052995186
34599022,12,3.141743932,0.073679905
51898533,12,3.141404561,0.092423401
77847800,12,3.141633869,0.133084608
116771700,12,3.141618217,0.187865215
400000,12,3.137851379,0.001910797
600000,12,3.142593333,0.002098681
900000,12,3.139728889,0.005589543
1350000,12,3.142091852,0.004867533
2025000,12,3.142469136,0.005579724
3037500,12,3.140998848,0.013515965
4556250,12,3.141341860,0.010213928
6834375,12,3.141712508,0.019379453
10251562,12,3.142265288,0.025131221
15377343,12,3.141832333,0.034422883
23066015,12,3.142020612,0.054144429
34599022,12,3.141030385,0.073861417
51898533,12,3.141977063,0.095503580
77847800,12,3.141969499,0.137085971
116771700,12,3.141629933,0.191357589
400000,12,3.144721447,0.001784319
600000,12,3.137213333,0.001890970
900000,12,3.141640000,0.004266091
1350000,12,3.140586667,0.005624298
2025000,12,3.143099259,0.005192405
3037500,12,3.141387325,0.007984552
4556250,12,3.141614014,0.014623419
6834375,12,3.141940181,0.015044061
10251562,12,3.141295679,0.024680392
15377343,12,3.140676866,0.039109836
23066015,12,3.141669099,0.053691858
34599022,12,3.141600460,0.084436685
51898533,12,3.141770198,0.095600252
77847800,12,3.141522524,0.134682155
116771700,12,3.141646375,0.193691143
